drug_name,SMILES,phase2_score,signed_score,net_positive,n_papers,models,confidence,final_score
taltrimide,CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
zinc1150,CC(C)N[C@H]1C2CCC(CC2)[C@]1(O)c1ccc(Cl)c(Cl)c1,0.0,0.0,0.0,0.0,,0.0,0.0
rociclovir,CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc21,0.0,0.0,0.0,0.0,,0.0,0.0
mazapertine succinate,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
chembl56653,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,0.0,0.0,0.0,0.0,,0.0,0.0
dexclamol,CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,0.0,0.0,0.0,0.0,,0.0,0.0
valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,0.0,0.0,0.0,0.0,,0.0,0.0
fluvastatin,CC(C)n1c(/C=C/[C@@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
panadiplon,CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
amesergide,CC(C)n1cc2c3c(cccc31)C1C[C@@H](C(=O)NC3CCCCC3)CN(C)C1C2,0.0,0.0,0.0,0.0,,0.0,0.0
alozafone,CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,0.0,0.0,0.0,0.0,,0.0,0.0
chloralodol,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,0.0,0.0,0.0,0.0,,0.0,0.0
butriptyline,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
niaprazine,CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1,0.0,0.0,0.0,0.0,,0.0,0.0
oxomemazine,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
cyamemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,0.0,0.0,0.0,0.0,,0.0,0.0
trifluomeprazine,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0.0,0.0,0.0,0.0,,0.0,0.0
alimemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
propizepine,CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
dixyrazine,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
dextromoramide (levomoramide and racemoramide),CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
triamcinolone benetonide,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
phenoxypropazine,CC(COc1ccccc1)NN,0.0,0.0,0.0,0.0,,0.0,0.0
remacemide,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
dimethylamphetamine,CC(Cc1ccccc1)N(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
benzphetamine(benzfetamine),CC(Cc1ccccc1)N(C)Cc1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
furfenorex,CC(Cc1ccccc1)N(C)Cc1ccco1,0.0,0.0,0.0,0.0,,0.0,0.0
amfetaminil,CC(Cc1ccccc1)NC(C#N)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
tixadil,CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
fenethylline,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,0.0,0.0,0.0,0.0,,0.0,0.0
pheniprazine,CC(Cc1ccccc1)NN,0.0,0.0,0.0,0.0,,0.0,0.0
oxifentorex,CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
mesocarb,CC(Cc1ccccc1)[n+]1cc(NC(=O)Nc2ccccc2)on1,0.0,0.0,0.0,0.0,,0.0,0.0
alaproclate,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
cafedrine,CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
mebanazine,CC(NN)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
benmoxin,CC(NNC(=O)c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
proxyphylline,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.0,0.0,0.0,0.0,,0.0,0.0
pentabamate,CC(OC(N)=O)C(C)C(C)OC(N)=O,0.0,0.0,0.0,0.0,,0.0,0.0
schembl11806329,CC(Oc1cccc2ccccc12)C(N)=NO,0.0,0.0,0.0,0.0,,0.0,0.0
zoniclezole,CC(c1noc2ccc(Cl)cc12)n1ccnc1,0.0,0.0,0.0,0.0,,0.0,0.0
vinbarbital,CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,0.0,0.0,0.0,0.0,,0.0,0.0
brl-53087,CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,0.0,0.0,0.0,0.0,,0.0,0.0
zetidoline,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,0.0,0.0,0.0,0.0,,0.0,0.0
methastyridone,CC1(C)NC(=O)C(/C=C/c2ccccc2)O1,0.0,0.0,0.0,0.0,,0.0,0.0
dimethadione,CC1(C)OC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
brofoxine,CC1(C)OC(=O)Nc2ccc(Br)cc21,0.0,0.0,0.0,0.0,,0.0,0.0
schembl25227,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
tralonide,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CF)O1,0.0,0.0,0.0,0.0,,0.0,0.0
77326-96-6,CC1(C)O[C@@H]2CC3[C@@H]4C[C@H](F)C5=CC(=O)C=CC5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
desonide,CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
drocinonide,CC1(C)O[C@@H]2C[C@H]3C4CCC5CC(=O)CCC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
triclonide,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CCl)O1,0.0,0.0,0.0,0.0,,0.0,0.0
ciprocinonida,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,0.0,0.0,0.0,0.0,,0.0,0.0
triamcinolone acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
triamcinolone furetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,0.0,0.0,0.0,0.0,,0.0,0.0
halcinonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,0.0,0.0,0.0,0.0,,0.0,0.0
fluocinolone-acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
flurandrenolide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
morsuximide,CC1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
isoflupredone,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,0.0,0.0,0.0,0.0,,0.0,0.0
alfadolonum [inn-latin],CC12CC(=O)[C@H]3C(CC[C@H]4C[C@H](O)CCC43C)[C@@H]1CCC2C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
schembl1649910,CC12CC(Cl)[C@@]3(Cl)C(CCC4=CC(=O)C=CC43C)C1CC[C@]2(O)C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,0.0,0.0,0.0,0.0,,0.0,0.0
cortexolone(cortodoxonecortifen),CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
camphor,CC12CCC(CC1=O)C2(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
dezocine,CC12CCCCCC(Cc3ccc(O)cc31)C2N,0.0,0.0,0.0,0.0,,0.0,0.0
amcinafide,CC12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=CC43C)[C@@H]1C[C@H]1O[C@@](C)(c3ccccc3)O[C@]12C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
ketazolam,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,0.0,0.0,0.0,0.0,,0.0,0.0
"morphinan-3-ol, 6,7-didehydro-4,5-epoxy-6,17-dimethyl-, (5.alpha.)-",CC1=CCC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,0.0,0.0,0.0,0.0,,0.0,0.0
cortisuzol,CC1=C[C@H]2[C@@H]3C[C@@H](C)[C@](O)(C(=O)COC(=O)c4cccc(S(=O)(=O)O)c4)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)Cc3cnn(-c4ccccc4)c3C=C12,0.0,0.0,0.0,0.0,,0.0,0.0
edaravone,CC1=NN(c2ccccc2)C(=O)C1,0.0,0.0,0.0,0.0,,0.0,0.0
dazepinil,CC1=Nc2ccccc2CC(c2ccccc2)N1C,0.0,0.0,0.0,0.0,,0.0,0.0
metazocine,CC1C2Cc3ccc(O)cc3C1(C)CCN2C,0.0,0.0,0.0,0.0,,0.0,0.0
ribavirin,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,0.0,0.0,0.0,0.0,,0.0,0.0
phenazocine,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
crilvastatin,CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1,0.0,0.0,0.0,0.0,,0.0,0.0
cormetasone,CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
ft-0778082,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,0.0,0.0,0.0,0.0,,0.0,0.0
90566-53-3,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,0.0,0.0,0.0,0.0,,0.0,0.0
clobetasol,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CCl,0.0,0.0,0.0,0.0,,0.0,0.0
naranol,CC1CN(C)CC2Cc3c(ccc4ccccc34)OC12O,0.0,0.0,0.0,0.0,,0.0,0.0
"9-[3-(3,5-dimethyl-1-piperazinyl)propyl]carbazole",CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,0.0,0.0,0.0,0.0,,0.0,0.0
mexazolam,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,0.0,0.0,0.0,0.0,,0.0,0.0
fenmetramide,CC1NC(=O)COC1c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
phenmetrazine,CC1NCCOC1c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
paraldehyde,CC1OC(C)OC(C)O1,0.0,0.0,0.0,0.0,,0.0,0.0
enilospirone,CC1OC2(CCCCC2Oc2cccc(Cl)c2)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
trebenzomine,CC1Oc2ccccc2CC1N(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
ketazocine,CC1[C@H]2C(=O)c3ccc(O)cc3[C@]1(C)CCN2CC1CC1,0.0,0.0,0.0,0.0,,0.0,0.0
propanidid,CCC,0.0,0.0,0.0,0.0,,0.0,0.0
normethadone,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
isomethadone,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
propyperone,CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
resocortol,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0.0,0.0,0.0,0.0,,0.0,0.0
ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
eclanamine,CCC(=O)N(c1ccc(Cl)c(Cl)c1)[C@@H]1CCC[C@H]1N(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
remifentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
trimethoprim,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
lofentanil,CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C,0.0,0.0,0.0,0.0,,0.0,0.0
trefentanil,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
suproclone,CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
parapropamol,CCC(=O)Nc1ccc(O)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
alphaprodine (betaprodine),CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,0.0,0.0,0.0,0.0,,0.0,0.0
beclomethasonedipropionate(beclometasone-dipropionate),CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
betamethasone-valerate,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
alclometasone-dipropionate,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,0.0,0.0,0.0,0.0,,0.0,0.0
akos024419646,CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,0.0,0.0,0.0,0.0,,0.0,0.0
dextropropoxyphene,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
clobetasol-propionate,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
hydrocortisone-aceponate,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
methylprednisolone-aceponate,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
amelometasone,CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
schembl144284,CCC(=O)O[C@]1(C(=O)SC)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
schembl13773292,CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
fluticasone propionate,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
alphameprodine/betameprodine,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC,0.0,0.0,0.0,0.0,,0.0,0.0
propiomazine,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,0.0,0.0,0.0,0.0,,0.0,0.0
carphenazine,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,0.0,0.0,0.0,0.0,,0.0,0.0
ibrotamide,CCC(Br)(C(N)=O)C(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
acecarbromal,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,0.0,0.0,0.0,0.0,,0.0,0.0
carbromal,CCC(Br)(CC)C(=O)NC(N)=O,0.0,0.0,0.0,0.0,,0.0,0.0
pheneturide,CCC(C(=O)NC(N)=O)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
fenbutrazate,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
etiracetam,CCC(C(N)=O)N1CCCC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
emylcamate,CCC(C)(CC)OC(N)=O,0.0,0.0,0.0,0.0,,0.0,0.0
homprenorphine,CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,0.0,0.0,0.0,0.0,,0.0,0.0
sulfonethylmethane,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,0.0,0.0,0.0,0.0,,0.0,0.0
nisobamate,CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
mebutamate,CCC(C)C(C)(COC(N)=O)COC(N)=O,0.0,0.0,0.0,0.0,,0.0,0.0
capuride,CCC(C)C(CC)C(=O)NC(N)=O,0.0,0.0,0.0,0.0,,0.0,0.0
valnoctamide,CCC(C)C(CC)C(N)=O,0.0,0.0,0.0,0.0,,0.0,0.0
butobarbitone,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
embutramide,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,0.0,0.0,0.0,0.0,,0.0,0.0
etryptamine,CCC(N)Cc1c[nH]c2ccccc12,0.0,0.0,0.0,0.0,,0.0,0.0
hydroxyphenamate (oxyfenamate),CCC(O)(COC(N)=O)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
betamethadol,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
levacetylmethadol,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
procymate,CCC(OC(N)=O)C1CCCCC1,0.0,0.0,0.0,0.0,,0.0,0.0
bemegride,CCC1(C)CC(=O)NC(=O)C1,0.0,0.0,0.0,0.0,,0.0,0.0
paramethadione,CCC1(C)OC(=O)N(C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
heptabarb,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
pyrithyldione,CCC1(CC)C(=O)C=CNC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
phetharbital,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
ethypicone,CCC1(CC)C(=O)NC=C(C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
methyprylon,CCC1(CC)C(=O)NCC(C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
amcinafal,CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
tolquinzole,CCC1(O)CCN2CCc3ccc(C)cc3C2C1,0.0,0.0,0.0,0.0,,0.0,0.0
eterobarb,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
benzobarbital,CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
mephobarbital(methylphenobarbital),CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
methetoin,CCC1(c2ccccc2)C(=O)NC(=O)N1C,0.0,0.0,0.0,0.0,,0.0,0.0
piperacillin,CCC1(c2ccccc2)CCC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
mephenytoin,CCC1(c2ccccc2)NC(=O)N(C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
iminophenimide,CCC1(c2ccccc2)NCC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
etoxadrol,CCC1(c2ccccc2)OCC(C2CCCCN2)O1,0.0,0.0,0.0,0.0,,0.0,0.0
gemazocine,CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
cogazocine,CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
fenimide,CCC1C(=O)NC(=O)C1(C)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
saripidem,CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,0.0,0.0,0.0,0.0,,0.0,0.0
clobetasone butyrate,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
hydrocortisone-butyrate,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
hydrocortisone-buteprate,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
amebucort,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
difluprednate,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
icometasone-enbutate,CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
domoprednate,CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
pyrovalerone,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,0.0,0.0,0.0,0.0,,0.0,0.0
etorphine,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,0.0,0.0,0.0,0.0,,0.0,0.0
methitural,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
tetrabarbital,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
thiotetrabarbital,CCCC(CC)C1(CC)C(=O)NC(=S)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
valdipromide,CCCC(CCC)(CCC)C(N)=O,0.0,0.0,0.0,0.0,,0.0,0.0
valproate-pivoxil,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
