compound_name,SMILES,drug_norm,num_targets_moa,ad_weight_sum,num_core_hits,ad_hit_targets,drug_name_out,ad_score_norm,core_gate,ad_score_gated,phase2_score
2-(3'-iodo-4'-aminophenyl)-6-hydroxybenzothiazole,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,2 6 hydroxybenzothiazole,0,0.0,0,,2-(3'-iodo-4'-aminophenyl)-6-hydroxybenzothiazole,0.0,0,0.0,0.0
ropinirole (skf101468),CCCN(CCC)CCc1cccc2c1CC(=O)N2,ropinirole,0,0.0,0,,ropinirole (skf101468),0.0,0,0.0,0.0
thioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,thioridazine,3,0.0,0,,thioridazine,0.0,0,0.0,0.0
methoxyflurane,COC(F)(F)C(Cl)Cl,methoxyflurane,2,0.0,0,,methoxyflurane,0.0,0,0.0,0.0
sulforidazine,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,sulforidazine,0,0.0,0,,sulforidazine,0.0,0,0.0,0.0
ethylbenzene,CCc1ccccc1,ethylbenzene,0,0.0,0,,ethylbenzene,0.0,0,0.0,0.0
secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,secobarbital,0,0.0,0,,secobarbital,0.0,0,0.0,0.0
secobarbital,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,secobarbital,0,0.0,0,,secobarbital,0.0,0,0.0,0.0
sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,sufentanil,0,0.0,0,,sufentanil,0.0,0,0.0,0.0
1-pentanol,CCCCCO,1 pentanol,0,0.0,0,,1-pentanol,0.0,0,0.0,0.0
chembl142158,CN(C)Cc1ccccc1Sc1cc(F)c(Cl)cc1N,chembl142158,0,0.0,0,,chembl142158,0.0,0,0.0,0.0
chembl190860,CN(C)Cc1ccccc1Sc1ccc(F)cc1N,chembl190860,0,0.0,0,,chembl190860,0.0,0,0.0,0.0
schembl4414781,COCCn1c(C)nc(N2CCC(c3ccc(F)cc3)CC2)c([N+](=O)[O-])c1=O,schembl4414781,0,0.0,0,,schembl4414781,0.0,0,0.0,0.0
schembl10031243,COc1ccc2c3c1OC1CC(O)C=C(CN(C)C2)C31,schembl10031243,0,0.0,0,,schembl10031243,0.0,0,0.0,0.0
"ptk-787, vatalanib",Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,ptk 787 vatalanib,0,0.0,0,,"ptk-787, vatalanib",0.0,0,0.0,0.0
(r)-enflurane,FC(F)OC(F)(F)[C@H](F)Cl,enflurane,7,0.0,0,,(r)-enflurane,0.0,0,0.0,0.0
7440-01-9,[Ne],7440 01 9,0,0.0,0,,7440-01-9,0.0,0,0.0,0.0
m-xylene,Cc1cccc(C)c1,m xylene,0,0.0,0,,m-xylene,0.0,0,0.0,0.0
ethyl t-butyl ether,CCOC(C)(C)C,ethyl t butyl ether,0,0.0,0,,ethyl t-butyl ether,0.0,0,0.0,0.0
talsupram,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,talsupram,0,0.0,0,,talsupram,0.0,0,0.0,0.0
dextromethorphan,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,dextromethorphan,0,0.0,0,,dextromethorphan,0.0,0,0.0,0.0
"b-066, skb-42",c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,b 066 skb 42,0,0.0,0,,"b-066, skb-42",0.0,0,0.0,0.0
scopolamine,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,scopolamine,1,0.0,0,,scopolamine,0.0,0,0.0,0.0
scopolamide (scopolamine),CN1C2CC(OC(=O)[C@@H](CO)c3ccccc3)CC1C1OC12,scopolamide,0,0.0,0,,scopolamide (scopolamine),0.0,0,0.0,0.0
scopolamine,CN1[C@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@H]1O[C@@H]21,scopolamine,1,0.0,0,,scopolamine,0.0,0,0.0,0.0
5d,COc1cc(/C=C/C(=O)NCCn2c(C(F)(F)F)cc3ccccc32)cc(OC)c1OC,5d,0,0.0,0,,5d,0.0,0,0.0,0.0
compound 14b,Cc1cccc(C)c1Nc1ncc(-c2ccc(OCCN3CCCC3)cc2)n2cncc12,compound 14b,0,0.0,0,,compound 14b,0.0,0,0.0,0.0
pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,pyrene,0,0.0,0,,pyrene,0.0,0,0.0,0.0
enflurane,FC(F)OC(F)(F)C(F)Cl,enflurane,7,0.0,0,,enflurane,0.0,0,0.0,0.0
5-octyl-5-ethyl barbituric acid,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,5 octyl 5 ethyl barbituric acid,0,0.0,0,,5-octyl-5-ethyl barbituric acid,0.0,0,0.0,0.0
"gr 205171, vofopitant",COc1ccc(-n2nnnc2C(F)(F)F)cc1CNC1CCCNC1c1ccccc1,gr 205171 vofopitant,0,0.0,0,,"gr 205171, vofopitant",0.0,0,0.0,0.0
10-{2-[(2r)-1-methylpiperidin-2-yl]ethyl}-2-(methylsulfanyl)-10h-phenothiazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,10 2 1 methylpiperidin 2 yl ethyl 2 10h phenothiazine,0,0.0,0,,10-{2-[(2r)-1-methylpiperidin-2-yl]ethyl}-2-(methylsulfanyl)-10h-phenothiazine,0.0,0,0.0,0.0
chembl368590,CCCN(CCC)CCc1ccc2c(c1)CC(=O)N2,chembl368590,0,0.0,0,,chembl368590,0.0,0,0.0,0.0
ropinirole hydrochloride,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,ropinirole hydrochloride,1,0.0,0,,ropinirole hydrochloride,0.0,0,0.0,0.0
spiperone,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,spiperone,0,0.0,0,,spiperone,0.0,0,0.0,0.0
"(+)-4-propyl- 3,4,4a,5,6,10b-hexahydro- 2h-naphtho[1,2-b][1,4]oxazin-9-ol",CCCN1CCOC2c3cc(O)ccc3CCC21,4 propyl 3 4 4a 5 6 10b hexahydro 2h naphtho 1 2 b 1 4 oxazin 9 ol,0,0.0,0,,"(+)-4-propyl- 3,4,4a,5,6,10b-hexahydro- 2h-naphtho[1,2-b][1,4]oxazin-9-ol",0.0,0,0.0,0.0
teflurane,FC(Br)C(F)(F)F,teflurane,0,0.0,0,,teflurane,0.0,0,0.0,0.0
1-bromopropane (n- propylbromide),CCCBr,1 bromopropane,0,0.0,0,,1-bromopropane (n- propylbromide),0.0,0,0.0,0.0
nsc 350386,CCOC(=O)Cc1cc2c(c(N)n1)N=C(c1ccccc1)C(C)N2,nsc 350386,0,0.0,0,,nsc 350386,0.0,0,0.0,0.0
ethyl 4-aminobenzoate (benzocaine),CCOC(=O)c1ccc(N)cc1,ethyl 4 aminobenzoate,0,0.0,0,,ethyl 4-aminobenzoate (benzocaine),0.0,0,0.0,0.0
lin_train_55,FC(Br)CC(F)(F)F,lin train 55,0,0.0,0,,lin_train_55,0.0,0,0.0,0.0
zinc40135788,F[C@H](Br)C(F)(F)F,zinc40135788,0,0.0,0,,zinc40135788,0.0,0,0.0,0.0
toliprolol,Cc1cccc(OCC(O)CNC(C)C)c1,toliprolol,0,0.0,0,,toliprolol,0.0,0,0.0,0.0
butyl acetate,CCCCOC(C)=O,butyl acetate,0,0.0,0,,butyl acetate,0.0,0,0.0,0.0
r82913,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)CC1C,r82913,0,0.0,0,,r82913,0.0,0,0.0,0.0
r-82913,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,r 82913,0,0.0,0,,r-82913,0.0,0,0.0,0.0
ondansetron,CC1=C(CC2CCc3c(c4ccccc4n3C)C2=O)CC=N1,ondansetron,1,0.0,0,,ondansetron,0.0,0,0.0,0.0
ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,ondansetron,1,0.0,0,,ondansetron,0.0,0,0.0,0.0
loreclezole,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,loreclezole,0,0.0,0,,loreclezole,0.0,0,0.0,0.0
trichloroethene,ClC=C(Cl)Cl,trichloroethene,0,0.0,0,,trichloroethene,0.0,0,0.0,0.0
halothane,FC(F)(F)C(Cl)Br,halothane,7,0.0,0,,halothane,0.0,0,0.0,0.0
trichloromethane (chloroform),ClC(Cl)Cl,trichloromethane,0,0.0,0,,trichloromethane (chloroform),0.0,0,0.0,0.0
364079-69-6,CC(C)(C)c1nc(N2CCN(CCCSc3nccc(=O)[nH]3)CC2)cc(C(F)(F)F)n1,364079 69 6,0,0.0,0,,364079-69-6,0.0,0,0.0,0.0
,CCC(NC(=O)c1c(C)c(-c2ccccc2)cc2ccccc12)c1ccccc1,,0,0.0,0,,nan,0.0,0,0.0,0.0
sb-222200,CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,sb 222200,0,0.0,0,,sb-222200,0.0,0,0.0,0.0
66104-22-1,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,66104 22 1,0,0.0,0,,66104-22-1,0.0,0,0.0,0.0
pergolide,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,pergolide,0,0.0,0,,pergolide,0.0,0,0.0,0.0
sb222200,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,sb222200,0,0.0,0,,sb222200,0.0,0,0.0,0.0
34933-06-7,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,34933 06 7,0,0.0,0,,34933-06-7,0.0,0,0.0,0.0
diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,diltiazem,0,0.0,0,,diltiazem,0.0,0,0.0,0.0
chembl481689,Cc1cc(NC(=O)c2ccc(CN3CCCC3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C,chembl481689,0,0.0,0,,chembl481689,0.0,0,0.0,0.0
fr260010,Cc1cn(-c2cccc(Nc3ncnc4c3CCc3ccccc3-4)c2)cn1,fr260010,0,0.0,0,,fr260010,0.0,0,0.0,0.0
ritanserin,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,ritanserin,0,0.0,0,,ritanserin,0.0,0,0.0,0.0
sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,sevoflurane,7,0.0,0,,sevoflurane,0.0,0,0.0,0.0
chembl401446,N#Cc1cccc(C2=Nc3ccc(C#Cc4ccccc4)cc3NC(=O)C2)c1,chembl401446,0,0.0,0,,chembl401446,0.0,0,0.0,0.0
riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,riluzole,1,0.0,0,,riluzole,0.0,0,0.0,0.0
ethylene,C=C,ethylene,0,0.0,0,,ethylene,0.0,0,0.0,0.0
22316-47-8,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,22316 47 8,0,0.0,0,,22316-47-8,0.0,0,0.0,0.0
ar-1d9859,CCCCN1CC2Cc3cc(OC)c(OC)cc3C2C1,ar 1d9859,0,0.0,0,,ar-1d9859,0.0,0,0.0,0.0
357-70-0,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,357 70 0,0,0.0,0,,357-70-0,0.0,0,0.0,0.0
galanthamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,galanthamine,0,0.0,0,,galanthamine,0.0,0,0.0,0.0
-,Cc1nc2cc(CNC3CCCNC3c3ccccc3)c(OC(C)C)cc2s1,,0,0.0,0,,-,0.0,0,0.0,0.0
494-97-3,c1cncc(C2CCCN2)c1,494 97 3,0,0.0,0,,494-97-3,0.0,0,0.0,0.0
hydrocodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,hydrocodone,0,0.0,0,,hydrocodone,0.0,0,0.0,0.0
antihistamine-1,Cc1cnn(C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)c1,antihistamine 1,0,0.0,0,,antihistamine-1,0.0,0,0.0,0.0
nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,nitrazepam,0,0.0,0,,nitrazepam,0.0,0,0.0,0.0
4-oh-tiq,OC1CNCc2ccccc21,4 oh tiq,0,0.0,0,,4-oh-tiq,0.0,0,0.0,0.0
494-97-3,c1cncc([C@@H]2CCCN2)c1,494 97 3,0,0.0,0,,494-97-3,0.0,0,0.0,0.0
4205-93-0,Brc1cccc(Br)c1NC1=NCCN1,4205 93 0,0,0.0,0,,4205-93-0,0.0,0,0.0,0.0
jnj-16567083,CCc1cc2cc(C(=O)C3CCC(OC)CC3)ccc2nc1C,jnj 16567083,0,0.0,0,,jnj-16567083,0.0,0,0.0,0.0
1.1.1.2-tetrachloroethane,ClCC(Cl)(Cl)Cl,1 1 1 2 tetrachloroethane,0,0.0,0,,1.1.1.2-tetrachloroethane,0.0,0,0.0,0.0
lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,lidocaine,1,0.0,0,,lidocaine,0.0,0,0.0,0.0
schembl6867748,Cc1ccccc1-c1ccc(N)cc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,schembl6867748,0,0.0,0,,schembl6867748,0.0,0,0.0,0.0
lin_train_45,FC(F)(F)CC(Cl)Br,lin train 45,0,0.0,0,,lin_train_45,0.0,0,0.0,0.0
oxymorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,oxymorphone,0,0.0,0,,oxymorphone,0.0,0,0.0,0.0
"4-bromo-4-chloro-1,1,1- trifluoro-butane",FC(F)(F)CCC(Cl)Br,4 bromo 4 chloro 1 1 1 trifluoro butane,0,0.0,0,,"4-bromo-4-chloro-1,1,1- trifluoro-butane",0.0,0,0.0,0.0
(r)-halothane,FC(F)(F)[C@H](Cl)Br,halothane,7,0.0,0,,(r)-halothane,0.0,0,0.0,0.0
5-hexyl-5-ethyl barbituric acid,CCCCCCC1(CC)C(=O)NC(=O)NC1=O,5 hexyl 5 ethyl barbituric acid,0,0.0,0,,5-hexyl-5-ethyl barbituric acid,0.0,0,0.0,0.0
nsc 269416,CCOC(=O)Nc1cc2c(c(N)n1)N=C(CN(C)c1ccc(OC)cc1)CN2,nsc 269416,0,0.0,0,,nsc 269416,0.0,0,0.0,0.0
tert-butylmethylether,COC(C)(C)C,tert butylmethylether,0,0.0,0,,tert-butylmethylether,0.0,0,0.0,0.0
161499-49-6,COc1ccc(-c2nccs2)cc1CNC1CCCNC1c1ccccc1,161499 49 6,0,0.0,0,,161499-49-6,0.0,0,0.0,0.0
chembl1935441,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,chembl1935441,0,0.0,0,,chembl1935441,0.0,0,0.0,0.0
compound-4fi,Cc1nc2c(c(-n3ccc(C(F)(F)F)n3)n1)CCN2c1ccc(Cl)cc1Cl,compound 4fi,0,0.0,0,,compound-4fi,0.0,0,0.0,0.0
compound-s16d,O=c1[nH]c(C2=CC(N3CCC(c4ccccc4)CC3)CC2)nc2c(Cl)cccc12,compound s16d,0,0.0,0,,compound-s16d,0.0,0,0.0,0.0
chembl515025,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1,chembl515025,0,0.0,0,,chembl515025,0.0,0,0.0,0.0
135095-42-0,COc1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,135095 42 0,0,0.0,0,,135095-42-0,0.0,0,0.0,0.0
tetrachloroethylene,ClC(Cl)=C(Cl)Cl,tetrachloroethylene,0,0.0,0,,tetrachloroethylene,0.0,0,0.0,0.0
bunitrolol,CC(C)(C)NCC(O)COc1ccccc1C#N,bunitrolol,0,0.0,0,,bunitrolol,0.0,0,0.0,0.0
ml,CN(C)c1ccc(O)c(CNc2cccc3ccc(CO)nc23)c1,ml,0,0.0,0,,ml,0.0,0,0.0,0.0
tz-11,Clc1ccc(Cl)c(N=C2NCCN2)c1,tz 11,0,0.0,0,,tz-11,0.0,0,0.0,0.0
141060-39-1,O=c1ccc(-c2c(-c3ccccc3)nn3ccccc23)nn1CCN1CCCCC1,141060 39 1,0,0.0,0,,141060-39-1,0.0,0,0.0,0.0
betaxolol,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,betaxolol,0,0.0,0,,betaxolol,0.0,0,0.0,0.0
l015600,COc1cc2c(c(CNC3CCCNC3c3ccccc3)c1)OCC2,l015600,0,0.0,0,,l015600,0.0,0,0.0,0.0
128915-56-0,Clc1ccc2c(c1)C1CNCC1c1ccccc1O2,128915 56 0,0,0.0,0,,128915-56-0,0.0,0,0.0,0.0
128915-56-0,Clc1ccc2c(c1)[C@H]1CNC[C@@H]1c1ccccc1O2,128915 56 0,0,0.0,0,,128915-56-0,0.0,0,0.0,0.0
,COc1cc2c(c(CN[C@H]3CCCN[C@@H]3c3ccccc3)c1)OCC2,,0,0.0,0,,nan,0.0,0,0.0,0.0
org-30526,Cc1cccc2c1Oc1ccccc1C1(O)CNCC21,org 30526,0,0.0,0,,org-30526,0.0,0,0.0,0.0
"b-106, org30526",Clc1ccc2c(c1)C1CCNCC1c1ccccc1O2,b 106 org30526,0,0.0,0,,"b-106, org30526",0.0,0,0.0,0.0
chembl1935437,Fc1ccc(Cn2c([C@@H]3CCCNC3)nc3ccccc32)cc1,chembl1935437,0,0.0,0,,chembl1935437,0.0,0,0.0,0.0
(s)-hydroxyzine,OCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,hydroxyzine,0,0.0,0,,(s)-hydroxyzine,0.0,0,0.0,0.0
methylchloroform,CC(Cl)(Cl)Cl,methylchloroform,0,0.0,0,,methylchloroform,0.0,0,0.0,0.0
desmethylclobazam;          norclobazam; nordiazepam,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,desmethylclobazam norclobazam nordiazepam,0,0.0,0,,desmethylclobazam;          norclobazam; nordiazepam,0.0,0,0.0,0.0
hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,hydroxyzine,0,0.0,0,,hydroxyzine,0.0,0,0.0,0.0
benzene,c1ccccc1,benzene,0,0.0,0,,benzene,0.0,0,0.0,0.0
toluene,Cc1ccccc1,toluene,0,0.0,0,,toluene,0.0,0,0.0,0.0
p-xylene ,Cc1ccc(C)cc1,p xylene,0,0.0,0,,p-xylene ,0.0,0,0.0,0.0
midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,midazolam,1,0.0,0,,midazolam,0.0,0,0.0,0.0
elegas,FS(F)(F)(F)(F)F,elegas,0,0.0,0,,elegas,0.0,0,0.0,0.0
xylene,Cc1ccccc1C,xylene,0,0.0,0,,xylene,0.0,0,0.0,0.0
isopropyl acetate,CC(=O)OC(C)C,isopropyl acetate,0,0.0,0,,isopropyl acetate,0.0,0,0.0,0.0
tibolone,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21,tibolone,0,0.0,0,,tibolone,0.0,0,0.0,0.0
tibolone,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,tibolone,0,0.0,0,,tibolone,0.0,0,0.0,0.0
tibolone,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,tibolone,0,0.0,0,,tibolone,0.0,0,0.0,0.0
pentyl acetate,CCCCCOC(C)=O,pentyl acetate,0,0.0,0,,pentyl acetate,0.0,0,0.0,0.0
ivermectin 1a,CC[C@H](C)[C@H]1O[C@@]2(CC[C@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)C=CC=C3COC4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,ivermectin 1a,0,0.0,0,,ivermectin 1a,0.0,0,0.0,0.0
phencyclidine,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,phencyclidine,0,0.0,0,,phencyclidine,0.0,0,0.0,0.0
pfizer compound 11,CC(C)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,pfizer compound 11,0,0.0,0,,pfizer compound 11,0.0,0,0.0,0.0
sparfloxacin,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,sparfloxacin,2,0.0,0,,sparfloxacin,0.0,0,0.0,0.0
tz-21,Clc1cc(Br)cc(Cl)c1NC1=NCCN1,tz 21,0,0.0,0,,tz-21,0.0,0,0.0,0.0
isoflurane,FC(F)OC(Cl)C(F)(F)F,isoflurane,7,0.0,0,,isoflurane,0.0,0,0.0,0.0
butyl 4-aminobenzoate (butamben),CCCCOC(=O)c1ccc(N)cc1,butyl 4 aminobenzoate,0,0.0,0,,butyl 4-aminobenzoate (butamben),0.0,0,0.0,0.0
n-(2-cyanoethyl)-2-phenylethylamine,CCN(CCC#N)c1ccccc1,n 2 phenylethylamine,0,0.0,0,,n-(2-cyanoethyl)-2-phenylethylamine,0.0,0,0.0,0.0
148372-04-7,COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,148372 04 7,0,0.0,0,,148372-04-7,0.0,0,0.0,0.0
(r)-(-)-isoflurane,FC(F)O[C@H](Cl)C(F)(F)F,isoflurane,7,0.0,0,,(r)-(-)-isoflurane,0.0,0,0.0,0.0
3-[(2-phenylethyl)amino]propanenitrile,N#CCCNCCc1ccccc1,3 amino propanenitrile,0,0.0,0,,3-[(2-phenylethyl)amino]propanenitrile,0.0,0,0.0,0.0
tert-butylbenzene,CC(C)(C)c1ccccc1,tert butylbenzene,0,0.0,0,,tert-butylbenzene,0.0,0,0.0,0.0
chembl225032,CN(C)c1ccnc2sc3c(=O)n(C4CCCCCC4)cnc3c12,chembl225032,0,0.0,0,,chembl225032,0.0,0,0.0,0.0
869802-58-4,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,869802 58 4,0,0.0,0,,869802-58-4,0.0,0,0.0,0.0
chembl1095819,CN1CCC[C@@H](c2nc3ccccc3n2Cc2ccc(F)cc2)C1,chembl1095819,0,0.0,0,,chembl1095819,0.0,0,0.0,0.0
lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,lorazepam,1,0.0,0,,lorazepam,0.0,0,0.0,0.0
ica-27243,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,ica 27243,0,0.0,0,,ica-27243,0.0,0,0.0,0.0
chebi: 338961,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,chebi 338961,0,0.0,0,,chebi: 338961,0.0,0,0.0,0.0
isobutyl acetate,CC(=O)OCC(C)C,isobutyl acetate,0,0.0,0,,isobutyl acetate,0.0,0,0.0,0.0
styrene,C=Cc1ccccc1,styrene,0,0.0,0,,styrene,0.0,0,0.0,0.0
propoxyphene,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,propoxyphene,0,0.0,0,,propoxyphene,0.0,0,0.0,0.0
n-methylspiperone,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,n methylspiperone,0,0.0,0,,n-methylspiperone,0.0,0,0.0,0.0
147116-67-4,COc1ccc(C(C)(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,147116 67 4,0,0.0,0,,147116-67-4,0.0,0,0.0,0.0
21571-08-4,Clc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,21571 08 4,0,0.0,0,,21571-08-4,0.0,0,0.0,0.0
lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,lamotrigine,1,0.0,0,,lamotrigine,0.0,0,0.0,0.0
pk 11195,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,pk 11195,0,0.0,0,,pk 11195,0.0,0,0.0,0.0
pfizer compound 17,COc1cc2sc(C)nc2cc1CNC1CCCNC1c1ccccc1,pfizer compound 17,0,0.0,0,,pfizer compound 17,0.0,0,0.0,0.0
pfizer compound 1,COc1ccc(C(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,pfizer compound 1,0,0.0,0,,pfizer compound 1,0.0,0,0.0,0.0
chembl506480,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(F)cc3)CC1=O)C2,chembl506480,0,0.0,0,,chembl506480,0.0,0,0.0,0.0
piperidinederivatives 3,O=C(NCCCCN1CCC(Oc2cccc(C(F)(F)F)c2)CC1)c1ccnc2ccccc12,piperidinederivatives 3,0,0.0,0,,piperidinederivatives 3,0.0,0,0.0,0.0
chembl193400,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)c(Cl)ccc21,chembl193400,0,0.0,0,,chembl193400,0.0,0,0.0,0.0
"9h-pyrido[3,4-b]indole",c1ccc2c(c1)[nH]c1cnccc12,9h pyrido 3 4 b indole,0,0.0,0,,"9h-pyrido[3,4-b]indole",0.0,0,0.0,0.0
pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,pyrimethamine,1,0.0,0,,pyrimethamine,0.0,0,0.0,0.0
pfizer compound 19,COc1cc2oc(C)nc2cc1CNC1CCCNC1c1ccccc1,pfizer compound 19,0,0.0,0,,pfizer compound 19,0.0,0,0.0,0.0
diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,diazepam,1,0.0,0,,diazepam,0.0,0,0.0,0.0
buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,buspirone,0,0.0,0,,buspirone,0.0,0,0.0,0.0
mirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1,mirtazapine,3,0.0,0,,mirtazapine,0.0,0,0.0,0.0
mepyramine (pyrilamine),COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,mepyramine,0,0.0,0,,mepyramine (pyrilamine),0.0,0,0.0,0.0
chembl351067,O=C1CN=C(c2ccccc2)c2c(Cl)cccc2N1,chembl351067,0,0.0,0,,chembl351067,0.0,0,0.0,0.0
1088-11-5,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,1088 11 5,0,0.0,0,,1088-11-5,0.0,0,0.0,0.0
schembl680675,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3CC1C2C,schembl680675,0,0.0,0,,schembl680675,0.0,0,0.0,0.0
clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,clotiazepam,1,0.0,0,,clotiazepam,0.0,0,0.0,0.0
nonane,CCCCCCCCC,nonane,0,0.0,0,,nonane,0.0,0,0.0,0.0
org-32104,Cc1cccc2c1Oc1ccccc1C1(O)CCNCC21,org 32104,0,0.0,0,,org-32104,0.0,0,0.0,0.0
